canonical_stem,image,split,contributor,session,annotation_status,qa_status,negative,objects,sha256,mouse,keyboard,laptop,cup,headphones
P03_S01_KEY_0004,P03_S01_KEY_0004.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,01a8642e0e8b7f5644b8005ae6299aa0bda7467fb2c214812b879ec9ed49278e,0,1,0,0,0
P03_S01_KEY_0005,P03_S01_KEY_0005.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,a96f525edbecb20204a5b16c59354bb45b6410a5fb7cb07d8c4c57017fb89a3e,0,1,0,0,0
P03_S01_KEY_0006,P03_S01_KEY_0006.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,911a62badcc0de27476d7668c7c000b8721fb86a7443b8feac37cbe4074e69d3,0,1,0,0,0
P03_S01_KEY_0007,P03_S01_KEY_0007.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,d1d8b227a1aa632ff8685dbb9b1f118bfa61c72d3fa2b265e3b5620c6583ef6f,0,1,0,0,0
P03_S01_KEY_0008,P03_S01_KEY_0008.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,e2503e20925ae5412b3eb585799a9ad897a1980dc5ea32428ce770bc586cabbe,0,1,0,0,0
P03_S01_KEY_0009,P03_S01_KEY_0009.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,d5fad57a7dc7f40956491a7f0769f2e320b20ae992c431bfacc0ff4c513675d5,0,1,0,0,0
P03_S01_MIX_0001,P03_S01_MIX_0001.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,5,a0d635da831f6a97f9f0c52b5a1cdc44e7205978baf36679bd90f5019ce38206,0,3,1,1,0
P03_S01_MIX_0002,P03_S01_MIX_0002.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,3,7f9db7946ceac4112030257d465412d233b60eab4a003a04c867cca841c92b79,0,1,1,1,0
P03_S01_MIX_0003,P03_S01_MIX_0003.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,4,b968c61ec57a1d7170abf5b844c2c4852ea2da3806a6959050fc665a21564abb,0,2,1,1,0
P03_S01_MIX_0004,P03_S01_MIX_0004.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,4,b5ab1eca84a70a0c896ca32675611cebe183e8baafc5663a82e60be0df1ae032,0,2,1,1,0
P03_S01_MOU_0001,P03_S01_MOU_0001.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,bad91501fd397d7aa626b3cb6f13301495811b508e27b466805dd62e3b5da3ea,1,0,0,0,0
P03_S01_MOU_0002,P03_S01_MOU_0002.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,2108b642784674a962a5a59fda82e5e57490fcaabfffa6e970ccfd82d2d9e9fd,1,0,0,0,0
P03_S01_MOU_0003,P03_S01_MOU_0003.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,65420ad0db6286497b3cd946a33dd2d0f11e994a892206b3304376d599227324,1,0,0,0,0
P03_S01_MOU_0004,P03_S01_MOU_0004.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,4b11f09caf38e452d8fda2f0ce93978fc30920e1c724af613ce31b6584f748c9,1,1,0,0,0
P03_S01_MOU_0005,P03_S01_MOU_0005.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,6188cbc8848d4a8f244295f3d9e2fce15cf44768dfc27dbea961dc313de95de4,1,1,0,0,0
P03_S01_MOU_0006,P03_S01_MOU_0006.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,b04865d6ee325ba8c3cbc2f5e3a616fe28cfd43f8ac994f670e20ac45cdbdcfb,1,1,0,0,0
P03_S01_MOU_0007,P03_S01_MOU_0007.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,3,da1e8fcd039352f2c80abfe37ce7b1cceb914f9048d8515793f8b08de3ff9ef1,1,2,0,0,0
P03_S01_MOU_0008,P03_S01_MOU_0008.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,fb71fdb8052c670c53530b95a5f488a4d737c1379af8478b120f007a651ca6ed,1,1,0,0,0
P03_S01_MOU_0009,P03_S01_MOU_0009.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,50d7008f7e83edae7523271dc5244d23700364a239a9e6b13dd5a74e66d4108f,1,1,0,0,0
P03_S01_MOU_0010,P03_S01_MOU_0010.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,b045290267e70101898be477a541b79c604156fe51e76ce97d9b0569b4cddc60,1,1,0,0,0
P03_S01_MOU_0011,P03_S01_MOU_0011.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,7530dfa82df2fbb4dc9e0b85a773e56817ef9d59cd2878799bb6baaf10f95744,1,1,0,0,0
P03_S01_MOU_0012,P03_S01_MOU_0012.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,04f05d4f0805458d69bb61bb790dce202ce643dd25428c1c9a8c6aceed8c84d6,1,1,0,0,0
P03_S01_MOU_0013,P03_S01_MOU_0013.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,7b70993effc89046214d2ff65c1e49b6bdf6de647667bd175512b2c5984729b0,1,1,0,0,0
P03_S01_MOU_0014,P03_S01_MOU_0014.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,77f27c9b4371926b73bdddcd2794bbf23a48170eb4158e1705a9325f61a85b13,1,1,0,0,0
P03_S01_MOU_0015,P03_S01_MOU_0015.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,54cf766a75e89e5a37e4c2e877c7f958681b21797b1dfc2ff5bfedc0e06583c2,1,1,0,0,0
P03_S01_MOU_0016,P03_S01_MOU_0016.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,247d0a44bd2dd7dc9591a18aec32010829a87228656a1a01b0799a950c6d03b6,1,1,0,0,0
P03_S01_MOU_0017,P03_S01_MOU_0017.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,d96e6d2bb8420ef8700c82591342c3524ff3d3f721e786400ce090edc2b08d8c,1,1,0,0,0
P03_S01_MOU_0018,P03_S01_MOU_0018.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,0bb75a33d49e67ec18f45f4b6b8fa724b14ef17076ae9ebed86c7c78f67db2b0,1,1,0,0,0
P03_S01_MOU_0019,P03_S01_MOU_0019.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,4f5dc006115c2d2843db8307c78dea285aa242f4ec1cd77e66b410fd066b7ead,1,1,0,0,0
P03_S01_MOU_0020,P03_S01_MOU_0020.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,f29eceef0c3ac18a058efa2597466a8568294c260db343b94e803285c3f0d7e3,1,1,0,0,0
P03_S01_MOU_0021,P03_S01_MOU_0021.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,e438af9cb1fc12b74f04d9bc30889acf9739ecd92f4bd202db028f989ff6f485,1,1,0,0,0
P03_S01_MOU_0022,P03_S01_MOU_0022.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,bd092ed8c4c8753821d1878e94bae319cfe90bceb226e25b1830d978d514fe6f,1,1,0,0,0
P03_S01_MOU_0023,P03_S01_MOU_0023.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,2cda6cc437fd0717f70b2b53a9911224a41df9e2a925c2c7974ec148fc7f5c37,1,1,0,0,0
P03_S01_MOU_0024,P03_S01_MOU_0024.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,aa0763b1941b0f7c8148142e9ce17b82db4832d3466f8b8aa90d9b461adbb210,1,1,0,0,0
P03_S01_MOU_0025,P03_S01_MOU_0025.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,44c0d99aad108129c3789d329006f145c2f281b1d1e10f07e0b6dece3100c70d,1,1,0,0,0
P03_S01_MOU_0026,P03_S01_MOU_0026.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,ea02928f4e9f0945a828039bc4e39c15d6752b44076b19e85736b4e279af4bd4,1,1,0,0,0
P03_S01_MOU_0027,P03_S01_MOU_0027.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,6b68e021752a0f0fbc5cab24ad5331b3b30584d0770a53d40a674ee036d59887,1,1,0,0,0
P03_S01_MIX_0005,P03_S01_MIX_0005.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,4,d7da630722391be8bb4214108f3c2786e3c55d223763832a2dec56bb01332988,1,2,0,1,0
P03_S01_MIX_0006,P03_S01_MIX_0006.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,5,99169e5315736294faa1671abb6549cce32729e464029a3c34ae117fa10931f7,1,3,0,1,0
P03_S01_MIX_0007,P03_S01_MIX_0007.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,6,30611bcc03672b3dd4525e567ce162169cfd5f78e86366ea897798eef61c714c,2,3,0,1,0
P03_S01_MIX_0008,P03_S01_MIX_0008.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,6,53570e4b7ba05a6a3f59872b36223ff2ecc6f6b3dd7cc88ce6d707357bc03066,2,3,0,1,0
P03_S01_MIX_0009,P03_S01_MIX_0009.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,5,0bd435c7b3e456e59b0cee247870ba0f3e84efb4b773deee4d699e3b70117b24,2,2,0,1,0
P03_S01_MIX_0010,P03_S01_MIX_0010.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,6,db3a0a16ad1dd19027165312d6e84ee4c8bd53cc292f4776ddc171d5100ff669,2,3,0,1,0
P03_S01_MIX_0011,P03_S01_MIX_0011.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,8,490b4c94c09034aaeb16e5bac57fb1c995a9b99a82010a49987736c3b3e80376,2,5,0,1,0
P03_S01_MIX_0012,P03_S01_MIX_0012.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,5,1f32ab95273d421a04d23a7afafa01fc8418cdd3b0097c3fd10aa77ce53ffb1b,1,3,0,1,0
P03_S01_MIX_0013,P03_S01_MIX_0013.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,5,2ce5101e68aa1b10ab49b523087306e9106e92e0314d0b3be519b29a0742a049,1,3,0,1,0
P03_S01_MIX_0014,P03_S01_MIX_0014.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,8,41867449c0243a01a37915c4a8dfd2d633a62d88e6c56648d4ab89396d6986b9,3,4,0,1,0
P03_S01_MIX_0015,P03_S01_MIX_0015.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,6,f7a78e5c3a800ffb5731a8ade8cf0e632d0cc51b1728b1ab952551434568fc1e,1,3,0,2,0
P03_S01_MIX_0016,P03_S01_MIX_0016.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,5,709600162cc871ec85cc7e1e1697b7e4256a061f0ce56b62f5a581cbf0db9f8a,1,2,0,2,0
P03_S01_MIX_0017,P03_S01_MIX_0017.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,4,64346dee4e488617698f78e58a330836b3cc6b02c7a91cd1598e6d9c178c5dd4,1,2,0,1,0
P03_S01_MIX_0018,P03_S01_MIX_0018.jpg,test,P03,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,3,60edab31bda81466093a3ed806b2a4135d14726f67a368d0982a97e39e7374c2,1,1,0,1,0
P04_S01_CUP_0005,P04_S01_CUP_0005.jpg,train,P04,S01,new_needs_annotation,passed_second_visual_preview_qa,0,1,4a710628f98012fe0a2b546a968741f4eb3bf1ba7d300064300c12f6d6032096,0,0,0,1,0
P04_S01_CUP_0013,P04_S01_CUP_0013.jpg,train,P04,S01,new_needs_annotation,passed_second_visual_preview_qa,0,1,9d7e7761dd3acbc1471239a94c581627b2aacc273d95aacbbf0a9519c085b799,0,0,0,1,0
P04_S01_CUP_0014,P04_S01_CUP_0014.jpg,train,P04,S01,new_needs_annotation,passed_second_visual_preview_qa,0,1,ce8cbb2c28cd0309dd17b752478ebc19b6bc2d6e1fe82cc51abc149f76964f7f,0,0,0,1,0
P04_S01_CUP_0026,P04_S01_CUP_0026.jpg,train,P04,S01,new_needs_annotation,passed_second_visual_preview_qa,0,1,9f459d67341b487e81eba62b4e93853c116dc7aeee716651d77752f052cc562c,0,0,0,1,0
P04_S01_CUP_0027,P04_S01_CUP_0027.jpg,train,P04,S01,new_needs_annotation,passed_second_visual_preview_qa,0,1,0139a537373cd24ee43f697a2338995bfb7b13f5a0fa7da4c7f5fbedd78fbbc0,0,0,0,1,0
P04_S01_CUP_0028,P04_S01_CUP_0028.jpg,train,P04,S01,new_needs_annotation,passed_second_visual_preview_qa,0,1,0af252b3141e9c551da1282c3de9b738ff8055a814301b6d63d582db280a06e8,0,0,0,1,0
P04_S01_HDP_0006,P04_S01_HDP_0006.jpg,train,P04,S01,new_needs_annotation,passed_second_visual_preview_qa,0,1,91243a0a053723f1bda4d86050d8b6359f13f17c080c9cda89423171a095c870,0,0,0,0,1
P04_S01_HDP_0015,P04_S01_HDP_0015.jpg,train,P04,S01,new_needs_annotation,passed_second_visual_preview_qa,0,1,f9ebf732df11ba09258e4408be8a89c6928a1c524c265447ee46edbff42d8d05,0,0,0,0,1
P04_S01_HDP_0016,P04_S01_HDP_0016.jpg,train,P04,S01,new_needs_annotation,passed_second_visual_preview_qa,0,1,b83858ab674432b1351c8f867e158e5504af22e8af1daf980a4bb678928ac629,0,0,0,0,1
P04_S01_HDP_0029,P04_S01_HDP_0029.jpg,train,P04,S01,new_needs_annotation,passed_second_visual_preview_qa,0,1,5327cced16f0fe6d4834121865a5edc310e7bc003293bc9340a341ed323bffc9,0,0,0,0,1
P04_S01_HDP_0030,P04_S01_HDP_0030.jpg,train,P04,S01,new_needs_annotation,passed_second_visual_preview_qa,0,1,289673521c6fdabc98b1eb9527be9f9f190c093cf203afdbf3b02feaa2edce7c,0,0,0,0,1
P04_S01_HDP_0031,P04_S01_HDP_0031.jpg,train,P04,S01,new_needs_annotation,passed_second_visual_preview_qa,0,1,3fee29c084702448d5bb8e2409568686eba4b3755abaa9fda19c6c2f751740ca,0,0,0,0,1
P04_S01_KEY_0003,P04_S01_KEY_0003.jpg,train,P04,S01,new_needs_annotation,passed_second_visual_preview_qa,0,1,757990950549f1238ecb07d06bcedc9a02a14ee7129965d8997d1e6596fb7224,0,1,0,0,0
P04_S01_KEY_0009,P04_S01_KEY_0009.jpg,train,P04,S01,new_needs_annotation,passed_second_visual_preview_qa,0,1,bb7333d3be4c67b75339cff89464aae8df56955a2470ca2eb551cd577e6efa5b,0,1,0,0,0
P04_S01_KEY_0010,P04_S01_KEY_0010.jpg,train,P04,S01,new_needs_annotation,passed_second_visual_preview_qa,0,1,1e3fef254f83d5318d53784fcc178545b5294272d8408f95e853f2a44165452e,0,1,0,0,0
P04_S01_KEY_0020,P04_S01_KEY_0020.jpg,train,P04,S01,new_needs_annotation,passed_second_visual_preview_qa,0,1,ef3aa1953562432322223a8aa3f2acbaa2621ba991213123cc8261229ccb824a,0,1,0,0,0
P04_S01_KEY_0021,P04_S01_KEY_0021.jpg,train,P04,S01,new_needs_annotation,passed_second_visual_preview_qa,0,1,7b7eda748411adfdb3e8ea9bc75bfb337abcfc17ab1d56dd9d1f79fb860aa728,0,1,0,0,0
P04_S01_KEY_0022,P04_S01_KEY_0022.jpg,train,P04,S01,new_needs_annotation,passed_second_visual_preview_qa,0,1,ed5c1baf1f393902beaf8c074cf3a0cf1a74c864188402a7b7f58f41d11783f8,0,1,0,0,0
P04_S01_LAP_0001,P04_S01_LAP_0001.jpg,train,P04,S01,new_needs_annotation,passed_second_visual_preview_qa,0,1,2469541d62b761557c980cf58913dce749e06a3062d59ea2aaa7a1b2bdfd4b1f,0,0,1,0,0
P04_S01_LAP_0004,P04_S01_LAP_0004.jpg,train,P04,S01,new_needs_annotation,passed_second_visual_preview_qa,0,1,546c5ebcc3c15221d7a80d45f3a8965c8cf52d4e36a2e127968123af7326d6d1,0,0,1,0,0
P04_S01_LAP_0011,P04_S01_LAP_0011.jpg,train,P04,S01,new_needs_annotation,passed_second_visual_preview_qa,0,1,59c177af09af61b9f9d0804fe0494c284573008921cb8f78f3e2d1c68aaa6f60,0,0,1,0,0
P04_S01_LAP_0012,P04_S01_LAP_0012.jpg,train,P04,S01,new_needs_annotation,passed_second_visual_preview_qa,0,1,037b4120fb56596b394bd0f399007f449e5876eaa1f668ba2f3fc5f2bebf1242,0,0,1,0,0
P04_S01_LAP_0023,P04_S01_LAP_0023.jpg,train,P04,S01,new_needs_annotation,passed_second_visual_preview_qa,0,1,105faa24f631a4586e769c2140d200e48e6d2a3548aef6696843f3cf79b8a1e2,0,0,1,0,0
P04_S01_LAP_0024,P04_S01_LAP_0024.jpg,train,P04,S01,new_needs_annotation,passed_second_visual_preview_qa,0,1,03b3e58f803da2d53d784e082987f63dbfda41002282f69951903ad17fe87c6c,0,0,1,0,0
P04_S01_LAP_0025,P04_S01_LAP_0025.jpg,train,P04,S01,new_needs_annotation,passed_second_visual_preview_qa,0,1,9da9b33554c60d66d38f7b06863ff7d64b5b34a5395027e95433c248fed5a20d,0,0,1,0,0
P04_S01_MOU_0002,P04_S01_MOU_0002.jpg,train,P04,S01,new_needs_annotation,passed_second_visual_preview_qa,0,1,e38cf1e36ed951b24c36687ace73638f91be1abdad148ff7a4041ee12cdc2d84,1,0,0,0,0
P04_S01_MOU_0007,P04_S01_MOU_0007.jpg,train,P04,S01,new_needs_annotation,passed_second_visual_preview_qa,0,1,1f43c3e889f0f28a06dca964dfca1cf770daefac0a3ca9e6f6e59b03cf969b5d,1,0,0,0,0
P04_S01_MOU_0008,P04_S01_MOU_0008.jpg,train,P04,S01,new_needs_annotation,passed_second_visual_preview_qa,0,1,2d707804673774c399af91b4c055279bf4401c9d1139ec286c77c450428f40da,1,0,0,0,0
P04_S01_MOU_0017,P04_S01_MOU_0017.jpg,train,P04,S01,new_needs_annotation,passed_second_visual_preview_qa,0,1,9c7b9529fb745b9f12e297dd523827e0d3999ea83cc000e3d7e895d179713178,1,0,0,0,0
P04_S01_MOU_0018,P04_S01_MOU_0018.jpg,train,P04,S01,new_needs_annotation,passed_second_visual_preview_qa,0,1,0b86a837bd23b05d14689c1398d47c14d2a5ec3f672b5a0895586a3f7e43b4d4,1,0,0,0,0
P04_S01_MOU_0019,P04_S01_MOU_0019.jpg,train,P04,S01,new_needs_annotation,passed_second_visual_preview_qa,0,1,071a25cc8b81f7b6a5dc356ca6d81c0aaa02ed5ba437e1479cac083946886024,1,0,0,0,0
P04_S02_MIX_0001,P04_S02_MIX_0001.jpg,train,P04,S02,new_needs_annotation,passed_second_visual_preview_qa,0,3,ed11903f1a19f2ec1391f39bed75ab5f5a509cf4f798e2494a6c3957680e2259,1,1,0,1,0
P04_S02_MIX_0002,P04_S02_MIX_0002.jpg,train,P04,S02,new_needs_annotation,passed_second_visual_preview_qa,0,2,03d860aede91157b0ab0ee09fb06f7be6f36c26de4e9d96fedebbeb29b60fa10,1,1,0,0,0
P04_S02_MIX_0003,P04_S02_MIX_0003.jpg,train,P04,S02,new_needs_annotation,passed_second_visual_preview_qa,0,2,7c741a93b3d84e263c6ef658eb3cb4ac1bff90ede5ea704d1890cbb46ab112b7,0,0,1,1,0
P04_S02_MIX_0004,P04_S02_MIX_0004.jpg,train,P04,S02,new_needs_annotation,passed_second_visual_preview_qa,0,2,92d6b9f114666543b4efe81d7ddf4a8a9399726e40be1050cd6d3f14bb409ff8,0,1,0,0,1
P04_S02_MIX_0005,P04_S02_MIX_0005.jpg,train,P04,S02,new_needs_annotation,passed_second_visual_preview_qa,0,3,fd627307a9cb99df7ea844e114f3b738bf595abc3b386b1a8e102918a69f6449,1,0,0,1,1
P04_S02_MIX_0006,P04_S02_MIX_0006.jpg,train,P04,S02,new_needs_annotation,passed_second_visual_preview_qa,0,5,7029961a1ed90ffcfe7594d9ea3919655b81a3eb6c4fc0dd08486989eae6e01f,1,1,1,1,1
P04_S02_MIX_0007,P04_S02_MIX_0007.jpg,train,P04,S02,new_needs_annotation,passed_second_visual_preview_qa,0,3,6d035bda2f968bea84d28eb82add2f84320aec4ef7ea3aa2d1deb138b4356f16,1,1,0,1,0
P04_S02_MIX_0008,P04_S02_MIX_0008.jpg,train,P04,S02,new_needs_annotation,passed_second_visual_preview_qa,0,3,537cad130b33cd30ba4fd94081b67fbb4465fb89926b74b09076a1c090647fb5,1,1,0,1,0
P04_S02_MIX_0009,P04_S02_MIX_0009.jpg,train,P04,S02,new_needs_annotation,passed_second_visual_preview_qa,0,2,1d615e9df86fff6392553550373de67e8e372ef5dbde48aac2f4235cb14f2839,1,0,1,0,0
P04_S02_MIX_0010,P04_S02_MIX_0010.jpg,train,P04,S02,new_needs_annotation,passed_second_visual_preview_qa,0,2,296f9fbc09f5bc3fa39cda08d029ff86b87674908d0559537ff582ce34c9ee6d,1,0,1,0,0
P04_S02_MIX_0011,P04_S02_MIX_0011.jpg,train,P04,S02,new_needs_annotation,passed_second_visual_preview_qa,0,3,fb8d4793aa4fe216b7360adc8b9723488d3e2f32a29e3c97ba6080c561fb94b0,1,0,0,1,1
P04_S02_MIX_0012,P04_S02_MIX_0012.jpg,train,P04,S02,new_needs_annotation,passed_second_visual_preview_qa,0,3,68e3a86ceb4d16e45a330da9dbaf3af80f513c9b3d386b524c71208b40cde49f,1,0,0,1,1
P04_S02_MIX_0013,P04_S02_MIX_0013.jpg,train,P04,S02,new_needs_annotation,passed_second_visual_preview_qa,0,4,d4089b794db058712abfa454ff9c914f3df4ca65b5931de9ede631c2e86e3f3f,0,1,1,1,1
P04_S02_MIX_0014,P04_S02_MIX_0014.jpg,train,P04,S02,new_needs_annotation,passed_second_visual_preview_qa,0,4,e5185eeef226ca6db86da1834360db096773129e01620dd0dc819e15efacbb18,0,1,1,1,1
P04_S02_MIX_0015,P04_S02_MIX_0015.jpg,train,P04,S02,new_needs_annotation,passed_second_visual_preview_qa,0,2,858be5f1ef8a0e5b0699fd00de26baf96e3ab5a6b89ff040e6de98459c17ddfa,0,1,0,0,1
P04_S02_MIX_0016,P04_S02_MIX_0016.jpg,train,P04,S02,new_needs_annotation,passed_second_visual_preview_qa,0,2,643f43c7709b893ad9c7f867d82d24184a77c082a0f07d38a13674950f093c09,0,1,0,0,1
P04_S02_MIX_0017,P04_S02_MIX_0017.jpg,train,P04,S02,new_needs_annotation,passed_second_visual_preview_qa,0,3,491c060b80449a960588fe7b4b65256ace24771e862332d4cf714e49688ad4f7,1,1,0,1,0
P04_S02_MIX_0018,P04_S02_MIX_0018.jpg,train,P04,S02,new_needs_annotation,passed_second_visual_preview_qa,0,3,4bd9f25afc14e6374b5e1ee4afbbab145f7cf4b56a397cd07da696e9332915fb,1,1,0,1,0
P04_S02_MIX_0019,P04_S02_MIX_0019.jpg,train,P04,S02,new_needs_annotation,passed_second_visual_preview_qa,0,3,2746c1bb1ccab39d451299adf0e8bcd21c5f782591900d63e2638a9e98080c5c,1,1,0,1,0
P04_S02_MIX_0020,P04_S02_MIX_0020.jpg,train,P04,S02,new_needs_annotation,passed_second_visual_preview_qa,0,2,0db9d066e384dc365100fed09d002d25b8ad8466ce423efe077ad2db6e0b2e04,1,0,1,0,0
P04_S02_MIX_0021,P04_S02_MIX_0021.jpg,train,P04,S02,new_needs_annotation,passed_second_visual_preview_qa,0,2,f4b95dd7fa282384d4b1a09e7fd985c0c0adedf99dce4b20b96dadb83dbc5ac3,1,0,1,0,0
P04_S02_MIX_0022,P04_S02_MIX_0022.jpg,train,P04,S02,new_needs_annotation,passed_second_visual_preview_qa,0,2,aa856d4b023b28c3babcdfb429e604d35e1544df0593cd6b2479297816bbd904,1,0,1,0,0
P04_S02_MIX_0023,P04_S02_MIX_0023.jpg,train,P04,S02,new_needs_annotation,passed_second_visual_preview_qa,0,2,0131d77258f431e82523ea181967cdaaafe533a45fe5770bf7a4e651739147cd,0,0,0,1,1
P04_S02_MIX_0024,P04_S02_MIX_0024.jpg,train,P04,S02,new_needs_annotation,passed_second_visual_preview_qa,0,2,68a44d53c0e2ecab495dc7bff504e6d9bd7ff9cdfd783491aa3d33b93c4c616c,0,0,0,1,1
P04_S02_MIX_0025,P04_S02_MIX_0025.jpg,train,P04,S02,new_needs_annotation,passed_second_visual_preview_qa,0,2,295b5e4c6eeec7ecd6bbdb550f6d6ea2a0f9f1a79a893d8acf343975640047cb,0,0,0,1,1
P04_S02_MIX_0026,P04_S02_MIX_0026.jpg,train,P04,S02,new_needs_annotation,passed_second_visual_preview_qa,0,3,1b456b11299da5dc4720964d49eb757058c1f7ad68a304736f3480f0ec70c713,0,1,1,0,1
P04_S02_MIX_0027,P04_S02_MIX_0027.jpg,train,P04,S02,new_needs_annotation,passed_second_visual_preview_qa,0,3,c47ac6c16be8a2bcbf828f8790ec404a181bc73eb594f2dcd9e620741341b0ce,0,1,1,0,1
P04_S02_MIX_0028,P04_S02_MIX_0028.jpg,train,P04,S02,new_needs_annotation,passed_second_visual_preview_qa,0,3,ef7c84427e7b7e5375a6b6fdb7063c6e56f2c7c2c487c5355122f60675d35561,0,1,1,0,1
P04_S02_MIX_0029,P04_S02_MIX_0029.jpg,train,P04,S02,new_needs_annotation,passed_second_visual_preview_qa,0,2,fb12e04cb0f7199b3bfd0523501b6d3e6271c3106cba20ee14b56102ea103c51,0,1,0,0,1
P04_S02_MIX_0030,P04_S02_MIX_0030.jpg,train,P04,S02,new_needs_annotation,passed_second_visual_preview_qa,0,2,1f8519a64427b8eda44eea65f933e07ac11dc69c52b86889ad758c011a28b12a,0,1,0,0,1
P04_S02_MIX_0031,P04_S02_MIX_0031.jpg,train,P04,S02,new_needs_annotation,passed_second_visual_preview_qa,0,2,24208e8539a98729650ae852de48424743853148ac869a41197e3eee025bb3ba,0,1,0,0,1
