image,ground_truth,prediction,confidence,error_type,notes
P05_S04_MIX_0086.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P05_S04_MIX_0086.jpg,laptop,laptop,0.8285418152809143,false_positive,IoU=0.531
P05_S04_MIX_0088.jpg,headphones,cup,0.3389800190925598,false_positive,IoU=0.000
P05_S04_MIX_0089.jpg,laptop,,,false_negative,best same-class IoU=0.058
P05_S04_MIX_0089.jpg,cup,,,localization_error,best same-class IoU=0.311
P05_S04_MIX_0089.jpg,cup,cup,0.6047919988632202,false_positive,IoU=0.311
P05_S04_MIX_0089.jpg,headphones,laptop,0.351091593503952,false_positive,IoU=0.000
P05_S04_MIX_0089.jpg,headphones,laptop,0.3188876807689667,false_positive,IoU=0.000
P05_S04_MIX_0089.jpg,laptop,laptop,0.3118577003479004,false_positive,IoU=0.058
P05_S04_MIX_0090.jpg,headphones,headphones,0.4776844084262848,low_confidence_correct,IoU=0.562
P05_S04_MIX_0091.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P05_S04_MIX_0092.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P05_S04_MIX_0092.jpg,laptop,laptop,0.6812117099761963,false_positive,IoU=0.461
P05_S04_MIX_0092.jpg,laptop,laptop,0.5923502445220947,false_positive,IoU=0.656
P05_S04_MIX_0093.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P05_S04_MIX_0093.jpg,laptop,headphones,0.46567970514297485,false_positive,IoU=0.000
P05_S04_MIX_0093.jpg,headphones,keyboard,0.2816125750541687,false_positive,IoU=0.000
P05_S04_MIX_0094.jpg,mouse,,,localization_error,best same-class IoU=0.465
P05_S04_MIX_0094.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P05_S04_MIX_0094.jpg,mouse,mouse,0.9180899262428284,false_positive,IoU=0.465
P05_S04_MIX_0094.jpg,laptop,laptop,0.7463046312332153,false_positive,IoU=0.627
P05_S04_MIX_0094.jpg,laptop,laptop,0.6730374097824097,false_positive,IoU=0.406
P05_S04_MIX_0094.jpg,laptop,cup,0.39102932810783386,false_positive,IoU=0.019
P05_S04_MIX_0095.jpg,mouse,,,localization_error,best same-class IoU=0.375
P05_S04_MIX_0095.jpg,mouse,mouse,0.6679807305335999,false_positive,IoU=0.375
P05_S04_MIX_0096.jpg,mouse,,,localization_error,best same-class IoU=0.236
P05_S04_MIX_0096.jpg,mouse,mouse,0.8529850244522095,false_positive,IoU=0.236
P05_S04_MIX_0097.jpg,mouse,mouse,0.47162318229675293,low_confidence_correct,IoU=0.584
P05_S04_MIX_0097.jpg,laptop,,,false_negative,best same-class IoU=0.000
P05_S04_MIX_0097.jpg,laptop,cup,0.2907465994358063,false_positive,IoU=0.018
P05_S04_MIX_0098.jpg,mouse,,,false_negative,best same-class IoU=0.000
P05_S04_MIX_0098.jpg,mouse,laptop,0.2534830868244171,false_positive,IoU=0.071
P05_S04_MIX_0099.jpg,keyboard,,,localization_error,best same-class IoU=0.227
P05_S04_MIX_0099.jpg,cup,,,localization_error,best same-class IoU=0.343
P05_S04_MIX_0099.jpg,headphones,,,localization_error,best same-class IoU=0.330
P05_S04_MIX_0099.jpg,headphones,headphones,0.8610994815826416,false_positive,IoU=0.330
P05_S04_MIX_0099.jpg,cup,cup,0.7980353832244873,false_positive,IoU=0.343
P05_S04_MIX_0099.jpg,keyboard,keyboard,0.37674203515052795,false_positive,IoU=0.227
P05_S04_MIX_0100.jpg,keyboard,,,false_negative,best same-class IoU=0.000
P05_S04_MOU_0001.jpg,mouse,mouse,0.8861570358276367,false_positive,IoU=0.515
P05_S04_MOU_0002.jpg,mouse,headphones,0.678421139717102,false_positive,IoU=0.000
P05_S04_MOU_0002.jpg,mouse,headphones,0.659381628036499,false_positive,IoU=0.000
P05_S04_MOU_0003.jpg,mouse,cup,0.5423018336296082,class_confusion,IoU=0.767
P05_S04_MOU_0004.jpg,mouse,cup,0.297188401222229,false_positive,IoU=0.012
P05_S04_MOU_0005.jpg,mouse,headphones,0.6434925198554993,false_positive,IoU=0.020
P05_S04_MOU_0005.jpg,mouse,cup,0.6325845122337341,false_positive,IoU=0.000
P05_S04_MOU_0005.jpg,mouse,headphones,0.621458113193512,false_positive,IoU=0.007
P05_S04_MOU_0005.jpg,mouse,headphones,0.5559096932411194,false_positive,IoU=0.024
P05_S04_MOU_0005.jpg,mouse,cup,0.4959130883216858,false_positive,IoU=0.000
P05_S04_MOU_0005.jpg,mouse,headphones,0.47293803095817566,false_positive,IoU=0.000
P05_S04_MOU_0007.jpg,mouse,headphones,0.500191330909729,false_positive,IoU=0.196
P05_S04_MOU_0008.jpg,mouse,cup,0.4603116512298584,false_positive,IoU=0.040
P05_S04_MOU_0008.jpg,mouse,laptop,0.3855343759059906,false_positive,IoU=0.000
